ISO,Country,Subject Descriptor,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
SEN,Senegal,Gross national savings,Percent of GDP,3.448,8.622,8.105,7.246,7.524,6.477,4.296,6.944,2.105,1.285,1.103,2.181,-2.912,-3.662,-2.052,2.093,1.976,5.658,7.236,10.356,10.930,14.255,12.626,14.045,13.161,15.319,14.584,15.067,14.915,15.090,16.565,14.497,15.865,15.802,18.900,20.118,21.174,22.540,23.840,24.047,24.292
SEN,Senegal,"Inflation, average consumer prices",Percent change,8.837,5.779,17.384,11.707,11.742,13.041,6.122,-4.130,-1.823,0.449,0.325,-1.754,-0.007,-0.744,32.104,8.076,2.835,1.784,0.989,0.818,0.754,3.053,2.398,-0.048,0.515,1.707,2.114,5.863,6.335,-2.248,1.228,3.404,1.417,0.710,-1.089,0.858,1.192,1.143,0.455,1.020,2.529
SEN,Senegal,Volume of exports of goods and services,Percent change,-0.708,1.864,28.568,9.190,-9.429,-9.206,15.754,-9.671,7.429,8.833,9.660,6.225,-4.987,-7.520,-0.294,23.549,-14.028,-9.887,11.878,2.706,-23.136,4.493,8.021,17.263,12.465,1.894,-14.132,25.025,-2.064,4.372,-1.733,12.805,2.191,11.718,4.126,-2.028,4.674,10.643,10.252,9.454,-12.041
SEN,Senegal,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,15.898,14.440,15.378,14.058,13.469,14.624,13.982,15.712,15.515,17.070,18.145,18.669,21.284,22.172,20.939,21.119,21.699,23.251,22.972,22.090,23.100,22.947,23.963,22.463,22.552,24.192,26.564
SEN,Senegal,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,155.558,72.400,29.700,33.566,34.900,-24.974,33.390,-68.700,9.269,-26.247,9.800,-15.268,-223.990,-187.401,-265.428,-278.129,-314.097,-413.407,-377.312,-405.100,-380.862,-384.974,-369.204,-361.856,-470.292,-528.361,-903.110
SEN,Senegal,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,0.071,67.845,18.800,14.989,57.514,53.209,51.993,42.883,37.999,36.130,17.487,18.963,19.073,29.937,34.600,32.877,34.489,36.860,42.366,44.509,47.524,61.139,61.523,63.575,69.166
SEN,Senegal,Current account balance,Percent of GDP,-9.951,-11.480,-7.967,-8.857,-8.131,-7.408,-5.157,-4.899,-6.714,-6.262,-6.278,-6.481,-6.800,-6.498,-6.092,-5.365,-5.345,-4.608,-5.291,-5.165,-5.452,-3.780,-4.619,-4.990,-5.097,-6.154,-6.191,-9.551,-11.312,-5.307,-3.522,-6.504,-8.759,-8.264,-6.981,-5.715,-4.188,-7.276,-8.808,-7.918,-10.866
SRB,Serbia,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,,,,,,,,-12.147,7.759,4.993,7.116,4.415,9.047,10.154,5.108,6.440,5.656,-2.732,0.731,2.036,-0.682,2.893,-1.590,1.776,3.339,2.101,4.495,4.332,-0.903
SRB,Serbia,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,,,,,,,,,,,9.790,13.009,17.185,22.515,26.017,27.496,32.602,43.395,52.094,45.156,41.369,49.280,43.300,48.394,47.062,39.656,40.693,44.179,50.641,51.514,53.356
SRB,Serbia,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,5.655,3.986,4.433,7.345,19.242,15.232,13.116,13.620,14.699,12.656,8.954,6.554,12.766,11.592,10.222,8.474,11.637,10.929,15.228,15.156,14.345,17.815,18.216,20.068
SRB,Serbia,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,,,,,,30.000,41.100,70.000,80.744,8.868,2.901,10.602,16.253,10.732,6.002,12.411,8.117,6.143,11.137,7.330,7.694,2.082,1.392,1.122,3.131,1.960,1.850,1.575
SRB,Serbia,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,,,,,,,,-1.519,12.869,29.196,9.720,11.708,7.347,17.289,4.882,-5.583,12.054,3.569,-0.073,17.901,4.222,10.832,11.317,9.767,7.876,10.090,-5.373
SRB,Serbia,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,,29.835,32.001,40.386,39.489,38.826,39.816,42.358,42.197,42.749,42.777,42.857,41.636,45.131,42.311,44.808,42.657,41.812,40.082,40.688,42.029,48.206
SRB,Serbia,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,,,-0.686,2.957,-26.883,-32.403,0.957,19.291,-20.234,-21.043,-52.002,-104.786,-113.281,-141.061,-242.306,-205.754,-243.514,-145.826,-50.674,65.210,41.150,-0.247,-398.482
SRB,Serbia,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,213.782,100.618,71.656,67.630,59.133,51.312,37.972,31.204,30.556,33.925,39.766,43.709,53.869,56.406,66.242,69.854,67.426,57.500,53.305,51.711,56.888
SRB,Serbia,Current account balance,Percent of GDP,,,,,,,,,,,,,,,,,,,,,-1.820,1.944,-3.701,-6.782,-12.537,-8.009,-9.079,-16.035,-19.866,-5.890,-6.008,-8.107,-10.795,-5.741,-5.593,-3.453,-2.922,-5.230,-4.840,-6.871,-4.120
SYC,Seychelles,"Gross domestic product, constant prices",Percent change,-2.253,-3.877,-2.071,-0.616,4.306,10.294,0.762,4.875,5.326,10.286,7.455,2.760,7.173,7.303,-2.437,0.485,9.998,12.194,2.467,1.872,4.253,-2.271,1.213,-5.887,-2.850,9.006,9.406,10.418,-2.096,-1.095,6.321,5.684,3.820,6.403,4.717,5.638,5.353,4.511,3.199,3.088,-7.723
SYC,Seychelles,"Gross domestic product, current prices",U.S. dollars,0.147,0.154,0.148,0.147,0.151,0.169,0.208,0.249,0.284,0.305,0.369,0.374,0.434,0.474,0.486,0.508,0.503,0.563,0.608,0.623,0.615,0.622,0.698,0.706,0.839,0.919,1.016,1.034,0.998,0.847,0.970,1.018,1.060,1.328,1.388,1.416,1.490,1.573,1.629,1.683,1.262
SYC,Seychelles,Gross national savings,Percent of GDP,11.531,9.584,1.208,-3.555,7.124,5.006,2.605,21.274,20.252,16.627,26.947,15.647,19.946,28.028,41.939,30.604,29.425,16.313,16.526,12.030,20.584,-3.143,13.101,9.576,13.892,16.806,17.285,18.242,8.421,12.434,17.242,12.449,16.969,26.509,15.113,15.555,10.286,11.074,26.415,24.335,8.671
SYC,Seychelles,"Inflation, average consumer prices",Percent change,13.516,10.512,-0.854,6.577,1.179,0.585,2.397,2.244,0.478,3.323,3.952,2.032,2.020,-0.336,2.229,0.505,-2.059,1.804,2.700,6.300,6.300,6.000,0.200,3.300,3.900,0.648,-1.858,5.324,36.965,31.754,-2.405,2.559,7.110,4.339,1.386,4.043,-1.016,2.858,3.702,1.807,1.203
SYC,Seychelles,Volume of exports of goods and services,Percent change,-1.387,8.052,0.796,-90.597,-25.583,2.274,-2.717,244.868,110.192,-2.412,-1.356,5.657,5.924,48.140,-1.769,9.419,2.927,19.477,11.214,6.634,-3.642,26.668,5.337,5.264,-12.786,-8.315,-3.171,10.023,-9.712,5.075,-21.097,3.433,23.185,-8.316,12.226,30.087,-8.364,3.894,26.985,6.217,-28.391
SYC,Seychelles,General government total expenditure,Percent of GDP,,,,47.930,50.529,53.042,58.005,49.703,46.747,51.673,46.063,52.103,50.711,60.354,63.647,53.096,59.110,54.745,60.698,56.126,55.409,46.842,56.315,44.628,39.896,38.980,43.551,41.896,26.989,32.117,34.576,36.336,38.601,37.792,32.705,31.477,36.106,34.340,35.630,34.326,50.222
SYC,Seychelles,General government net lending/borrowing,National currency,,,,-0.031,-0.065,-0.059,-0.129,0.039,0.181,0.142,0.234,0.062,0.143,-0.089,-0.171,-0.062,-0.242,-0.167,-0.534,-0.342,-0.518,-0.325,-0.622,0.129,0.020,0.021,-0.142,-0.688,0.721,0.558,0.061,0.432,0.420,0.059,0.628,0.342,0.039,0.101,-0.113,0.322,-3.612
SYC,Seychelles,General government gross debt,Percent of GDP,,,,,,,,,,,80.353,89.223,79.905,82.180,123.453,133.522,146.661,143.013,161.240,159.787,177.837,199.787,195.860,176.975,163.226,144.064,135.071,143.997,192.102,106.125,82.224,82.508,80.069,68.199,70.394,65.322,66.145,60.339,55.910,54.205,84.845
SYC,Seychelles,Current account balance,Percent of GDP,-10.602,-12.211,-27.505,-17.755,-8.782,-11.369,-16.018,-8.470,-10.010,-13.008,-3.521,-2.182,-1.592,1.820,6.452,0.279,-10.420,-11.741,-17.469,-18.743,-6.981,-24.597,-14.519,-1.327,-7.187,-18.939,-13.161,-10.773,-18.483,-14.837,-19.380,-22.959,-21.138,-11.945,-22.368,-18.095,-19.724,-19.097,-2.575,-3.066,-13.480
SLE,Sierra Leone,"Gross domestic product, constant prices",Percent change,-0.560,1.878,1.780,-1.576,1.700,-6.740,0.132,2.382,2.058,4.952,1.611,-7.993,-9.646,0.054,3.500,-10.025,-24.787,-17.596,-0.837,-8.122,3.807,18.170,26.425,9.327,6.598,4.505,4.224,8.058,5.400,3.187,5.347,6.312,15.178,20.720,4.555,-20.493,6.354,3.765,3.465,5.254,-1.969
SLE,Sierra Leone,"Gross domestic product, current prices",U.S. dollars,1.701,1.823,2.050,1.782,2.062,1.755,1.314,1.145,1.877,1.724,0.948,1.138,0.992,1.122,1.331,1.273,1.374,1.240,0.981,0.977,0.941,1.084,1.250,1.380,1.439,1.610,1.884,2.159,2.511,2.454,2.578,2.942,3.802,4.916,5.007,4.252,3.855,3.713,4.085,4.074,4.059
SLE,Sierra Leone,Gross national savings,Percent of GDP,2.473,1.111,1.680,4.579,5.361,3.944,4.306,1.091,0.748,-0.232,-4.581,5.973,7.394,-2.570,2.768,-0.793,-0.469,4.014,7.245,-3.040,-7.171,0.538,3.069,5.224,3.442,4.781,5.092,2.076,0.580,-3.332,8.386,-23.101,-3.974,-1.234,4.248,-8.182,11.519,0.289,2.470,-1.793,5.028
SLE,Sierra Leone,"Inflation, average consumer prices",Percent change,12.867,23.369,26.890,68.526,66.575,76.576,80.867,178.700,34.287,60.800,110.946,102.695,65.500,22.202,24.199,25.987,23.137,14.559,35.986,34.092,-0.918,2.568,0.121,3.991,12.922,13.702,10.533,16.978,8.211,7.469,7.186,6.791,6.588,5.524,4.639,6.689,10.886,18.222,16.030,14.805,13.447
SLE,Sierra Leone,Volume of exports of goods and services,Percent change,,-28.960,-30.085,3.933,6.591,10.068,31.207,14.740,-41.031,27.537,59.698,9.975,-8.101,-5.785,23.158,-24.138,-7.770,-23.055,-6.739,-34.796,123.353,20.179,37.519,17.977,-14.122,1.241,7.067,-5.081,-10.952,40.379,13.555,3.806,115.588,52.338,3.195,-23.192,-1.074,-9.929,-4.483,-2.848,-12.484
SLE,Sierra Leone,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,,16.362,19.097,20.022,18.823,18.116,18.035,16.634,12.953,16.161,17.476,20.221,21.504,20.333,15.654,17.645,20.740,23.340,23.429,21.357,21.274,25.726
SLE,Sierra Leone,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,,,-60.063,-111.018,-126.816,-145.562,-92.629,-92.393,-86.667,1294.569,-258.922,-193.959,-513.022,-581.183,-851.789,-509.499,-818.068,-981.633,-2055.363,-2412.063,-1811.210,-1147.663,-2300.092
SLE,Sierra Leone,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,180.656,158.815,160.348,151.598,130.898,103.229,42.166,53.439,48.050,46.849,42.033,36.371,30.589,35.089,47.645,60.725,69.155,69.089,72.450,76.331
SLE,Sierra Leone,Current account balance,Percent of GDP,-9.691,-7.225,-8.285,-0.988,-1.117,0.160,10.708,-2.650,-0.151,-3.465,-7.321,1.347,-0.552,-5.149,-6.697,-9.277,-10.952,-4.424,-3.387,-10.167,-11.933,-9.028,-5.859,-6.002,-6.883,-6.520,-5.043,-7.418,-8.977,-13.325,-22.703,-65.031,-31.833,-14.995,-9.441,-23.589,-7.624,-18.304,-12.359,-14.325,-7.073
SGP,Singapore,"Gross domestic product, constant prices",Percent change,10.113,10.816,7.102,8.554,8.792,-0.623,1.343,10.798,11.264,10.159,9.821,6.688,6.640,11.460,11.096,7.175,7.471,8.316,-2.191,5.718,9.038,-1.071,3.923,4.548,9.940,7.366,9.007,9.022,1.863,0.128,14.520,6.215,4.435,4.818,3.936,2.977,3.602,4.545,3.575,1.331,-3.901
SGP,Singapore,"Gross domestic product, current prices",U.S. dollars,12.082,14.367,15.879,18.011,19.563,18.573,18.780,21.629,26.551,31.436,38.892,45.465,52.131,60.604,73.689,87.813,96.293,100.124,85.728,86.287,96.077,89.794,92.538,97.646,115.034,127.808,148.627,180.942,193.617,194.150,239.808,279.357,295.093,307.576,314.864,307.999,319.030,343.273,376.870,376.837,348.392
SGP,Singapore,Gross national savings,Percent of GDP,31.678,34.050,37.781,42.826,44.869,41.209,38.345,36.037,40.735,43.529,43.728,44.695,46.739,43.979,48.198,50.378,49.667,53.740,53.282,49.895,46.246,42.042,39.951,41.527,42.204,44.767,49.273,50.209,45.243,43.763,50.592,48.910,46.906,45.687,47.380,44.046,44.217,45.429,40.477,40.752,39.073
SGP,Singapore,"Inflation, average consumer prices",Percent change,8.541,8.189,3.918,1.037,2.604,0.492,-1.381,0.483,1.523,2.294,3.450,3.440,2.244,2.292,3.095,1.725,1.379,2.023,-0.271,0.023,1.349,1.014,-0.391,0.487,1.671,0.469,0.963,2.105,6.628,0.597,2.824,5.248,4.576,2.359,1.025,-0.523,-0.532,0.576,0.439,0.565,-0.182
SGP,Singapore,Volume of exports of goods and services,Percent change,22.051,11.236,4.855,5.637,8.622,-3.277,12.859,14.137,29.703,9.888,13.077,8.587,7.243,16.977,18.492,21.087,9.346,10.231,-4.417,8.018,14.328,-3.641,7.381,13.871,19.399,12.780,10.954,8.538,5.261,-7.204,17.788,7.691,1.397,6.140,3.620,4.968,0.017,7.507,7.815,0.236,0.429
SGP,Singapore,General government total expenditure,Percent of GDP,,,,,,,,,,,15.059,15.850,14.528,14.518,11.724,13.800,18.097,14.546,18.065,15.884,16.123,18.213,15.931,15.645,14.065,12.379,12.280,9.015,13.975,15.852,10.231,9.660,9.825,10.915,12.575,14.437,15.301,13.620,13.875,14.016,24.282
SGP,Singapore,General government net lending/borrowing,National currency,,,,,,,,,,,1.425,0.546,2.382,4.428,8.731,6.167,2.734,8.487,3.413,7.837,7.754,1.914,3.734,1.184,4.085,5.571,5.269,19.783,9.691,-0.277,19.077,28.346,27.252,23.146,18.634,12.203,14.673,25.188,18.899,19.338,-33.116
SGP,Singapore,General government gross debt,Percent of GDP,,,,,,,,,,,73.508,76.351,79.023,71.193,70.691,69.823,71.272,70.787,84.646,85.320,82.256,94.471,96.310,99.131,95.691,92.663,86.524,87.789,97.853,101.689,98.674,103.130,106.725,98.185,97.749,102.238,106.471,107.769,109.368,127.801,149.034
SGP,Singapore,Current account balance,Percent of GDP,-13.350,-10.733,-8.489,-3.625,-2.058,0.109,1.792,-0.476,7.333,9.474,8.080,10.720,11.229,6.777,15.286,16.497,14.627,15.570,21.792,17.204,11.072,14.433,14.877,24.302,19.311,23.260,26.893,27.143,15.083,16.393,22.933,22.218,17.643,15.707,17.950,18.693,17.772,18.138,15.717,16.155,16.451
SVK,Slovak Republic,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,,,6.206,7.872,6.941,4.445,4.076,-0.106,1.166,3.254,4.510,5.499,5.279,6.623,8.493,10.832,5.575,-5.456,6.716,2.672,1.319,0.633,2.697,5.167,1.944,2.938,4.031,2.519,-3.375
SVK,Slovak Republic,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,,,,13.726,15.837,20.034,21.659,21.927,22.825,20.867,20.730,21.421,24.888,34.085,43.190,49.116,57.492,77.239,97.170,89.302,91.237,99.905,94.684,98.937,101.463,88.910,89.928,95.616,106.186,105.732,106.611
SVK,Slovak Republic,Gross national savings,Percent of GDP,,,,,,,,,,,,,,20.047,25.697,26.141,23.960,26.192,24.883,24.784,23.942,22.731,22.521,20.833,20.534,22.416,21.760,23.492,21.707,17.114,19.845,20.919,21.311,22.932,23.225,22.619,20.165,21.478,21.246,20.475,20.000
SVK,Slovak Republic,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,,13.464,9.901,5.782,6.033,6.691,10.461,12.161,7.144,3.489,8.417,7.451,2.779,4.266,1.899,3.951,0.937,0.698,4.073,3.730,1.458,-0.095,-0.330,-0.472,1.393,2.525,2.765,2.008
SVK,Slovak Republic,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,14.758,6.171,-1.284,5.856,-2.599,10.069,9.177,10.432,7.390,20.127,20.512,12.862,23.509,13.871,3.100,-16.476,17.159,10.827,9.280,5.877,4.021,6.309,5.116,4.095,4.628,0.788,-6.454
SVK,Slovak Republic,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,48.368,53.271,48.710,45.851,47.966,52.772,45.307,45.447,40.379,37.920,39.726,38.821,36.381,36.994,44.408,42.140,41.354,41.109,42.474,43.257,45.563,42.546,39.495,39.670,40.529,44.765
SVK,Slovak Republic,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,-0.687,-2.163,-1.533,-1.414,-2.050,-3.999,-2.481,-3.069,-1.294,-1.069,-1.451,-2.017,-1.295,-1.731,-5.223,-5.139,-3.089,-3.205,-2.144,-2.370,-2.135,-2.092,-0.830,-0.909,-1.151,-5.006
SVK,Slovak Republic,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,21.593,30.636,32.989,33.917,47.051,50.452,51.113,45.297,43.242,41.715,34.732,31.427,30.345,28.599,36.361,40.615,43.156,51.729,54.693,53.493,51.685,52.275,51.461,49.408,47.975,58.902
SVK,Slovak Republic,Current account balance,Percent of GDP,,,,,,,,,,,,,,-4.746,4.193,2.686,-9.667,-8.800,-9.573,-4.466,-3.083,-7.979,-7.603,-4.893,-5.850,-7.287,-7.026,-4.800,-6.358,-3.443,-4.629,-4.872,0.929,1.851,1.140,-2.083,-2.734,-1.911,-2.196,-3.349,0.552
SVN,Slovenia,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,,2.800,5.300,4.100,3.602,5.050,3.280,5.332,3.673,3.217,3.506,2.960,4.359,3.798,5.746,6.980,3.510,-7.549,1.344,0.861,-2.640,-1.029,2.768,2.210,3.192,4.816,4.455,3.451,-4.321
SVN,Slovenia,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,,,19.271,16.626,16.845,21.384,21.516,20.805,22.168,22.770,20.393,20.901,23.539,29.673,34.448,36.260,39.514,48.073,55.773,50.513,48.248,51.575,46.607,48.416,50.010,43.112,44.754,48.572,54.202,54.338,53.664
SVN,Slovenia,Gross national savings,Percent of GDP,,,,,,,,,,,,,18.316,18.832,25.037,24.774,25.200,26.341,26.338,25.117,25.665,26.718,26.370,25.732,26.098,26.660,28.456,28.909,27.567,22.370,21.594,20.854,20.055,22.886,24.471,22.981,23.204,26.247,27.261,26.564,27.579
SVN,Slovenia,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,31.930,20.864,13.554,9.911,8.343,7.942,6.127,8.934,8.376,7.477,5.539,3.589,2.455,2.462,3.664,5.651,0.843,1.797,1.799,2.595,1.771,0.202,-0.524,-0.052,1.431,1.737,1.627,-0.052
SVN,Slovenia,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,1.000,12.800,0.900,2.745,11.634,7.821,2.005,12.593,7.181,7.784,3.160,13.041,11.366,14.122,13.858,4.183,-16.560,10.161,6.868,0.496,3.061,6.011,4.741,6.163,11.071,6.155,4.482,-8.600
SVN,Slovenia,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,53.102,45.147,45.371,46.217,47.019,47.534,48.712,47.261,47.155,46.627,46.394,45.539,43.410,45.052,49.361,50.176,50.857,49.355,60.267,50.842,48.711,46.163,44.070,43.469,43.178,51.160
SVN,Slovenia,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,-0.860,-0.133,-0.319,-0.357,-0.512,-0.687,-0.941,-0.559,-0.665,-0.536,-0.386,-0.387,-0.017,-0.529,-2.108,-2.036,-2.457,-1.448,-5.315,-2.073,-1.106,-0.776,-0.023,0.341,0.278,-3.632
SVN,Slovenia,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,18.241,21.561,22.058,22.730,23.710,25.918,26.062,27.358,26.777,26.897,26.399,26.061,22.848,21.786,34.526,38.269,46.458,53.561,70.006,80.299,82.588,78.520,74.150,70.287,65.421,79.588
SVN,Slovenia,Current account balance,Percent of GDP,,,,,,,,,,,,,5.642,1.696,3.353,-0.453,0.068,0.108,-0.662,-3.230,-2.766,0.040,0.875,-0.810,-2.692,-1.800,-1.836,-4.138,-5.319,-1.081,-0.768,-0.836,1.295,3.300,5.097,3.817,4.776,6.217,5.953,5.943,7.555
SLB,Solomon Islands,"Gross domestic product, constant prices",Percent change,-2.663,-1.797,-1.670,3.891,0.170,-3.132,-0.201,8.421,1.250,4.264,2.200,6.000,12.700,4.000,8.100,10.089,1.610,-0.914,1.292,-0.486,-14.277,-7.957,-2.800,6.523,6.667,5.526,4.874,4.442,5.806,2.569,8.616,7.267,1.367,5.237,1.186,1.678,5.556,3.077,2.745,1.749,-3.382
SLB,Solomon Islands,"Gross domestic product, current prices",U.S. dollars,0.183,0.194,0.193,0.181,0.182,0.166,0.148,0.155,0.176,0.173,0.215,0.228,0.269,0.301,0.403,0.469,0.511,0.527,0.458,0.488,0.420,0.410,0.346,0.353,0.398,0.477,0.539,0.620,0.699,0.736,0.847,1.050,1.185,1.286,1.336,1.308,1.379,1.470,1.615,1.619,1.536
SLB,Solomon Islands,Gross national savings,Percent of GDP,7.122,-0.324,8.856,6.952,11.112,-7.171,29.141,36.136,15.222,20.325,12.435,18.129,28.160,28.040,22.420,-18.078,-6.782,-3.940,-1.218,2.832,-7.270,-6.298,-4.232,16.613,21.732,3.167,3.806,2.434,-1.636,-4.309,-5.709,8.974,15.664,12.596,9.309,12.796,12.713,15.184,15.908,13.170,15.977
SLB,Solomon Islands,"Inflation, average consumer prices",Percent change,8.250,13.144,12.998,6.950,10.922,9.409,13.100,11.494,16.812,14.936,8.700,15.000,10.800,9.200,13.294,9.612,11.773,8.065,12.355,7.953,6.928,7.628,9.366,10.077,6.916,7.530,11.235,7.654,17.338,7.166,0.905,7.418,5.914,5.249,5.296,-0.569,0.497,0.503,3.475,1.635,2.964
SLB,Solomon Islands,Volume of exports of goods and services,Percent change,3.021,5.557,-20.674,4.785,9.884,-27.987,-8.255,-34.075,-2.960,-7.285,-4.935,10.031,4.291,-4.670,5.223,14.054,9.566,4.402,-10.025,5.889,-29.328,-33.958,-7.315,18.375,23.654,9.210,8.020,4.719,15.605,-13.200,27.814,35.311,22.943,5.013,3.367,2.841,-4.387,12.842,13.058,-14.885,-28.449
SLB,Solomon Islands,General government total expenditure,Percent of GDP,26.242,29.041,26.662,25.365,34.690,38.147,41.596,62.436,53.148,55.414,37.720,49.460,44.106,41.739,37.914,30.996,30.350,24.241,17.322,20.063,20.392,23.319,17.771,21.614,23.158,26.938,29.161,38.086,34.778,40.148,41.666,38.666,37.487,36.315,35.420,36.797,38.719,37.357,32.565,33.716,33.429
SLB,Solomon Islands,General government net lending/borrowing,National currency,0.006,-0.003,,-0.003,-0.021,-0.029,-0.037,-0.103,-0.080,-0.079,,-0.005,0.033,0.021,0.060,0.053,0.072,0.042,0.111,-0.008,-0.063,-0.052,-0.102,0.279,0.507,0.481,0.531,0.727,0.105,0.139,0.411,0.499,0.401,0.349,0.230,0.123,-0.346,-0.105,0.191,-0.202,-0.308
SLB,Solomon Islands,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,25.930,39.486,41.959,44.303,52.806,65.723,61.327,58.211,44.674,42.305,33.019,28.926,18.865,22.948,18.344,15.221,13.473,10.463,8.961,7.066,8.466,7.879,7.870,13.516
SLB,Solomon Islands,Current account balance,Percent of GDP,-3.109,-10.862,-2.144,-3.572,0.230,-17.229,5.656,0.132,-11.964,-15.213,-12.182,-15.993,-2.712,-2.444,0.317,-18.078,-6.782,-3.940,-1.218,2.832,-7.270,-6.298,-4.232,5.906,15.364,-6.051,-7.992,-12.906,-15.873,-17.747,-26.372,-7.243,1.381,-2.995,-3.755,-2.697,-3.535,-4.275,-2.960,-9.511,-1.631
SOM,Somalia,"Gross domestic product, constant prices",Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.200,5.654,2.748,4.590,4.732,2.187,3.690,2.699,-0.285
SOM,Somalia,"Gross domestic product, current prices",U.S. dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.917,4.042,4.577,5.025,5.335,5.534,5.609,5.856,6.485,6.883
SOM,Somalia,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,"Inflation, average consumer prices",Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.800,1.300,0.913,0.024,3.957,4.266,4.517,4.304
SOM,Somalia,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,General government total expenditure,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.566,2.962,2.337,2.476,4.237,4.572,4.849,6.860
SOM,Somalia,General government net lending/borrowing,National currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007,-0.004,0.017,0.034,0.031,0.002,0.024,0.025
SOM,Somalia,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOM,Somalia,Current account balance,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.598,-6.562,-6.343,-7.108,-7.792,-6.187,-10.354,-10.491
ZAF,South Africa,"Gross domestic product, constant prices",Percent change,6.621,5.361,-0.383,-1.847,5.099,-1.212,0.018,2.101,4.200,2.395,-0.318,-1.018,-2.137,1.234,3.200,3.100,4.300,2.600,0.500,2.400,4.200,2.700,3.700,2.949,4.555,5.277,5.604,5.360,3.191,-1.538,3.040,3.169,2.396,2.485,1.414,1.322,0.665,1.158,1.522,0.303,-6.342
ZAF,South Africa,"Gross domestic product, current prices",U.S. dollars,89.412,93.150,85.897,96.205,84.838,64.481,73.399,96.533,104.010,108.070,126.027,135.227,146.970,147.236,153.569,171.736,163.340,169.004,152.885,151.426,151.855,135.527,129.385,197.017,256.188,288.749,304.055,332.650,316.491,331.184,417.315,458.708,434.400,400.877,381.195,346.663,323.493,381.317,403.991,388.446,337.521
ZAF,South Africa,Gross national savings,Percent of GDP,33.361,26.383,20.834,24.845,21.594,24.320,23.582,22.013,22.333,22.710,19.457,18.883,17.050,16.048,16.481,16.248,15.555,14.980,14.879,15.206,14.947,14.820,15.843,14.922,14.489,14.039,14.462,14.480,16.269,16.332,16.260,16.847,13.895,13.842,13.682,14.294,14.285,14.243,13.246,13.285,14.372
ZAF,South Africa,"Inflation, average consumer prices",Percent change,14.236,15.348,13.721,12.797,11.345,16.594,18.102,16.490,12.795,14.642,14.386,15.153,14.012,9.720,8.773,8.849,7.338,8.613,6.973,5.134,5.322,5.705,9.044,5.921,1.387,3.367,4.662,7.139,11.020,7.179,4.211,4.993,5.648,5.742,6.104,4.588,6.333,5.279,4.612,4.121,3.275
